supplier,vnr,ean,name,default_qty,unit,note
Pottagaldrar,,,Laukduft,,,Litlir baukar
Pottagaldrar,,,Lambakrydd 1001 nótt,,,Litlir baukar
Pottagaldrar,,,Mexíkóveisla,,,Litlir baukar
Pottagaldrar,,,Majoran,,,Litlir baukar
Pottagaldrar,,,mynta,,,Litlir baukar
Pottagaldrar,,,Múskat,,,Litlir baukar
Pottagaldrar,,,Negull malaður,,,Litlir baukar
Pottagaldrar,,,Paprika,,,Litlir baukar
Pottagaldrar,,,Negull naglar,,,Litlir baukar
Pottagaldrar,,,Piri piri,,,Litlir baukar
Pottagaldrar,,,Oregano,,,Litlir baukar
Pottagaldrar,,,Pizzakrydd,,,Litlir baukar
Pottagaldrar,,,Pipar hvítur,,,Litlir baukar
Pottagaldrar,,,Reykt paprika,,,Litlir baukar
Pottagaldrar,,,Piparblanda/fjórar ástíðir,,,Litlir baukar
Pottagaldrar,,,Rótargrænmeti,,,Litlir baukar
Pottagaldrar,,,Rósapipar,,,Litlir baukar
Pottagaldrar,,,Safran,,,Litlir baukar
Pottagaldrar,,,Rósmarín,,,Litlir baukar
Pottagaldrar,,,Salvía,,,Litlir baukar
Pottagaldrar,,,Timian,,,Litlir baukar
Pottagaldrar,,,Samlokukrydd,,,Litlir baukar
Pottagaldrar,,,Villijurtir,,,Litlir baukar
Pottagaldrar,,,Sesamgaldur,,,Litlir baukar
Pottagaldrar,,,sítrónupipar,,,Litlir baukar
Pottagaldrar,,,Svartur malaður pipar,,,Litlir baukar
Pottagaldrar,,,Svartur malaður pipar grófur,,,Litlir baukar
Pottagaldrar,,,Svínakjötskrydd,,,Litlir baukar
Pottagaldrar,,,Svört piparkorn,,,Litlir baukar
Pottagaldrar,,,Taaza masala,,,Litlir baukar
Pottagaldrar,,,Tandoori,,,Litlir baukar
Pottagaldrar,,,Turmeric,,,Litlir baukar
Pottagaldrar,,,Töfrakrydd,,,Litlir baukar
Pottagaldrar,,,Ungversk paprika,,,Litlir baukar
